date,temperature_series_1,temperature_series_2
2020-03-09,35.08682949975099,34.67551419617088
2020-03-10,33.64373927927153,35.32793427066635
2020-03-11,35.21779326779325,32.334184702508594
2020-03-12,37.04425531883027,36.73939533765121
2020-03-13,34.74216466596091,34.434687002668106
2020-03-14,37.19875892216177,36.522692683438706
2020-03-15,30.975236599440358,32.917230501725044
2020-03-16,36.18792541470619,36.68392128147147
2020-03-17,35.1330025720302,35.057802932538316
2020-03-18,34.598411333451125,34.661081688906386
2020-03-19,35.226172009619894,34.117238898171856
2020-03-20,32.14589292581578,33.32633747112977
2020-03-21,34.83355061323407,35.43112284843456
2020-03-22,35.7316267301777,33.7703466775465
2020-03-23,37.442777096783,30.536990654735717
2020-03-24,34.47557990050722,31.73793145694986
2020-03-25,34.06435824268263,33.05940733431709
2020-03-26,34.54563476972379,33.726009884397214
2020-03-27,36.68959838732656,33.09735699968902
2020-03-28,35.82489572916094,34.9303398354409
2020-03-29,34.54944825502919,30.093313553550935
2020-03-30,36.12335238659577,33.151893383187186
2020-03-31,35.505471830529245,30.124574302938232
2020-04-01,36.816268143761384,33.90465433226956
2020-04-02,34.310707214662926,32.53547664309913
2020-04-03,34.86982191895192,33.21722000166942
2020-04-04,34.76772519345775,31.201208285904148
2020-04-05,33.15223407601575,34.324071430872195
2020-04-06,35.780356443334156,33.87394263891972
2020-04-07,35.71348345652876,33.091821091408406
2020-04-08,35.31235565275095,31.926072621374306
2020-04-09,34.93265636414316,32.892700997429
2020-04-10,33.13840637034033,30.86389375864505
2020-04-11,34.604501753073464,33.107663213514904
2020-04-12,34.69249592616851,34.19745672508446
2020-04-13,33.97135020703689,33.226894750048935
2020-04-14,34.89814699372095,30.423186267220963
2020-04-15,35.70858378638853,31.955224547681976
2020-04-16,37.8913530831831,29.36782272281716
2020-04-17,35.280655619588885,32.059515484859695
2020-04-18,35.358991086662535,31.76921958429775
2020-04-19,34.81204999075022,28.179995123221513
2020-04-20,31.9938078366173,29.13250129790096
2020-04-21,34.777648571469946,30.34001023721382
2020-04-22,34.850445679033484,30.202086662098004
2020-04-23,38.394888912013016,28.7269671182262
2020-04-24,34.34867303567269,31.011638000100085
2020-04-25,35.02400736682705,30.69158170079111
2020-04-26,34.45139427466614,29.908416050322163
2020-04-27,32.679545526476275,28.95086134437426
2020-04-28,36.073244700065445,31.54165203472751
2020-04-29,35.410728113331636,32.335092391178485
2020-04-30,35.390588488614185,29.009411413003633
2020-05-01,32.758589805645244,28.69869081889616
2020-05-02,36.14293655230108,30.23539015799436
2020-05-03,31.849512286728917,28.842656398443015
2020-05-04,34.74361478104533,29.051245404332256
2020-05-05,37.05757681117747,30.250015327748205
2020-05-06,32.19220533055316,26.156284381878688
2020-05-07,32.73226084861934,30.87717841387939
2020-05-08,33.63249297550341,28.887810720787723
2020-05-09,32.62675217969172,28.040309014154047
2020-05-10,30.952592581470633,28.402185370769473
2020-05-11,33.27575836655027,28.357932945699197
2020-05-12,31.47152107333998,25.69553914429796
2020-05-13,33.66519771682259,30.412635996660125
2020-05-14,31.463308617834212,28.10997557282373
2020-05-15,35.05282038041054,28.590155283352537
2020-05-16,31.436385617271803,29.23058381020572
2020-05-17,32.00942874678025,26.14910026427281
2020-05-18,33.59199731695913,28.268649957836224
2020-05-19,30.402607420761633,27.03462762284874
2020-05-20,32.46529566388557,28.583977177523277
2020-05-21,33.95807933546856,24.000831834569446
2020-05-22,29.457496058001848,26.92103921377036
2020-05-23,32.01516291875484,26.04364863578165
2020-05-24,31.99570286206735,27.474699708080454
2020-05-25,32.64449517998892,27.410059317169626
2020-05-26,29.480473540802652,25.522539345602006
2020-05-27,29.217651342657263,25.395035159426687
2020-05-28,31.842025077111284,26.17698340683037
2020-05-29,31.363748398324176,24.878106369951936
2020-05-30,31.151594378050707,27.36657114462755
2020-05-31,31.151579512038506,25.430783093048014
2020-06-01,29.466434372055385,21.505616881439444
2020-06-02,30.68797263860428,25.185912939275827
2020-06-03,30.630922470690532,24.072952916226434
2020-06-04,28.97015439263117,23.06708749910406
2020-06-05,32.68940259861638,23.541737752811475
2020-06-06,30.44928692823803,25.446544589774742
2020-06-07,27.798162641845177,27.160658550753386
2020-06-08,30.41535885019619,25.523484059984124
2020-06-09,27.812793619488083,24.03074006174921
2020-06-10,30.298655117456452,25.511949895276295
2020-06-11,30.69810564652797,24.02789992879277
2020-06-12,27.570392729761956,23.563952385167646
2020-06-13,30.08675236750368,22.764534395431113
2020-06-14,29.100248017223944,21.759500452818997
2020-06-15,29.552720518032295,23.694494788688
2020-06-16,31.002587559518584,24.409600016060477
2020-06-17,27.626347066086396,23.921757485812496
2020-06-18,26.700168903931065,23.337980309587454
2020-06-19,26.332207784363426,22.439644231170806
2020-06-20,26.277882448465597,24.66809022549793
2020-06-21,27.220525902450824,21.678635420961186
2020-06-22,27.68199929693027,24.718171692113756
2020-06-23,27.418962957562623,21.951814030972372
2020-06-24,28.07797001941353,22.228738359872192
2020-06-25,26.689629856628894,21.060735338518175
2020-06-26,28.683074114972182,22.413630022241094
2020-06-27,25.93819854368632,24.534847831428458
2020-06-28,30.24766392762415,23.752820141639095
2020-06-29,26.938004004049613,24.355889787138405
2020-06-30,24.545776743010794,23.581755165435055
2020-07-01,24.05715261092728,21.054753404851358
2020-07-02,26.21919735041246,22.127248718530016
2020-07-03,24.992361906578264,21.36779097623884
2020-07-04,26.230745047850334,24.45011651088709
2020-07-05,25.70196067271273,20.57676725656789
2020-07-06,24.715443294060783,23.631748181359626
2020-07-07,23.387351736408235,23.551462526168937
2020-07-08,22.218450994584373,24.87889358579369
2020-07-09,23.654503337781357,21.44398880688956
2020-07-10,25.44285274553527,23.052703079611824
2020-07-11,24.313849124324957,25.33406586564571
2020-07-12,21.959079631455396,20.914181893285924
2020-07-13,23.92301383295498,19.468848764040782
2020-07-14,24.07739835737806,18.883887135933456
2020-07-15,22.010490836725705,22.70721099090578
2020-07-16,23.404443673806732,18.74942497309216
2020-07-17,23.0995216836812,20.953463964713144
2020-07-18,21.136928335386052,22.10750732143144
2020-07-19,23.22811135808739,21.670715863663922
2020-07-20,23.3735735183314,21.97437163744111
2020-07-21,23.998908124799033,21.614743873689996
2020-07-22,23.797984947168125,23.146581177416543
2020-07-23,19.99479216118816,19.74866497203138
2020-07-24,20.499684074517056,20.112402181559276
2020-07-25,22.525258047270476,19.921573308315878
2020-07-26,22.37087234654154,22.280443436448955
2020-07-27,22.22150429933388,22.342285343896364
2020-07-28,27.078066375668637,21.62700795427057
2020-07-29,22.006683855963434,22.685855454816934
2020-07-30,22.706463243881142,19.105972210941758
2020-07-31,22.288316618354482,23.338272344313665
2020-08-01,21.690076863865595,23.088690823984273
2020-08-02,20.09728284948019,21.87566600308237
2020-08-03,21.567401433905584,23.415343646619107
2020-08-04,19.130077803865753,18.23014307229682
2020-08-05,19.796105376862933,19.902866169677555
2020-08-06,19.286997280182838,19.563078528933403
2020-08-07,20.003296293882997,21.72678927067702
2020-08-08,23.21968958701276,19.049942719465854
2020-08-09,16.815835246029078,21.74403222925635
2020-08-10,20.51700920351827,22.648286076729782
2020-08-11,16.941324969946223,21.622039183394936
2020-08-12,18.52721364270608,20.993678286521433
2020-08-13,20.745221065588694,19.077125320086097
2020-08-14,19.086907666549124,19.281611231168053
2020-08-15,17.254608758315914,22.421338649411986
2020-08-16,17.681090943283404,21.713027551685155
2020-08-17,19.658381866137777,20.48463993254295
2020-08-18,17.430527416465054,19.917541125373187
2020-08-19,18.740045350383475,17.50899997574512
2020-08-20,18.375217255964234,18.946808037521315
2020-08-21,17.223216222885245,23.42765653279328
2020-08-22,21.312577967158788,18.649349344701864
2020-08-23,18.945905241811026,20.865817390290054
2020-08-24,14.858028748930137,22.106384719546007
2020-08-25,18.078521630493352,18.728507380551264
2020-08-26,16.711669458113807,20.905676009421114
2020-08-27,18.890948766964797,22.05524297495946
2020-08-28,16.33393630205824,20.68891204079945
2020-08-29,17.263528120105057,24.996588007638266
2020-08-30,18.108552754442165,18.216924238313023
2020-08-31,18.567693568569513,22.335766722025138
2020-09-01,15.389180447806336,20.518324386418286
2020-09-02,16.611037515408647,21.967253128991832
2020-09-03,16.326159663494067,21.505162351872098
2020-09-04,15.987019136837597,19.7792682773103
2020-09-05,19.54629915677372,21.260259145473174
2020-09-06,17.439386199497974,18.169623632441667
2020-09-07,14.877095338850392,21.902995239066442
2020-09-08,18.084453600899472,21.488933875582408
2020-09-09,19.83288532216901,22.045169142121825
2020-09-10,18.143108549832103,22.721735562623167
2020-09-11,14.262902158630133,21.735248882321468
2020-09-12,15.76595596853211,21.457080990929448
2020-09-13,18.345843169503265,19.966323066323113
2020-09-14,15.339976054410343,20.274407837697552
2020-09-15,17.02606184424203,23.179472215063644
2020-09-16,17.483998233306504,23.612305234808137
2020-09-17,14.896240411865039,21.16085097030349
2020-09-18,16.16482322849798,21.64899949097369
2020-09-19,11.362582381427153,20.286797867385104
2020-09-20,14.661180995079041,23.468304623211964
2020-09-21,15.795105322968837,22.774450422418475
2020-09-22,14.281402125437117,24.756992614958243
2020-09-23,18.583744820540492,20.5981875966141
2020-09-24,13.97490487696578,21.420809139098193
2020-09-25,15.447983031767293,22.408759727960874
2020-09-26,16.295041938827968,23.106693667093783
2020-09-27,18.254674692795202,21.890402185713185
2020-09-28,13.935760602310982,20.982958692197478
2020-09-29,17.83404604461385,23.69453689115628
2020-09-30,16.107355371282452,23.53565822293465
2020-10-01,14.625407325727025,21.16255320332153
2020-10-02,16.79944870285494,24.654592168999123
2020-10-03,16.41646352252047,24.462618496458266
2020-10-04,15.232084206473194,22.996060487211704
2020-10-05,16.25460013046173,23.002684263016437
2020-10-06,15.592362035001022,23.80439544245121
2020-10-07,16.36398695853178,21.77209785434255
2020-10-08,17.213222811429013,23.202338088152384
2020-10-09,18.6282986278676,20.022620692873545
2020-10-10,14.424720033544714,24.661022969250507
2020-10-11,19.51607816011794,21.100452763047873
2020-10-12,13.426386954914214,25.795355935311154
2020-10-13,16.1677272490725,23.143730694325004
2020-10-14,17.32165170491303,23.421216257429354
2020-10-15,16.907307697601578,22.89801289269299
2020-10-16,15.601274995287655,23.50951313998832
2020-10-17,16.275492191230967,26.17235608244759
2020-10-18,15.90335806133065,20.416832541055367
2020-10-19,15.816813683119822,26.168947550302097
2020-10-20,18.036066798080338,24.866424472920418
2020-10-21,17.360774385432,22.655650468044588
2020-10-22,15.852241304550951,22.96087975348085
2020-10-23,18.310108636859333,27.196942549995896
2020-10-24,17.493490551539445,23.373403918194406
2020-10-25,18.326376142533356,23.171723325152033
2020-10-26,18.12875629432385,26.718546213831843
2020-10-27,16.02071728537694,25.631936093429506
2020-10-28,16.506479255868907,23.829424266331625
2020-10-29,18.552853240786497,25.674095624449386
2020-10-30,18.435227233575404,23.923980359518858
2020-10-31,17.5786506465526,27.22786423580607
2020-11-01,17.878871967493982,27.283248535231536
2020-11-02,19.714776443816604,26.604264040496783
2020-11-03,17.008813530854468,26.46427705234603
2020-11-04,18.81717372219905,28.679531650627396
2020-11-05,17.79603271689317,26.15364133445239
2020-11-06,17.87800170982005,24.498026387142943
2020-11-07,19.96026843852894,27.062102395432866
2020-11-08,19.660154505804215,29.634309040427073
2020-11-09,19.75453708853312,25.100703838626686
2020-11-10,20.607017297167392,26.198475820066605
2020-11-11,18.797082393927187,27.48335273967485
2020-11-12,19.90750135391106,26.895991428153778
2020-11-13,18.54035071906827,25.62167409819834
2020-11-14,19.61532835604163,28.89627717516001
2020-11-15,19.059305924401496,30.811956934105012
2020-11-16,19.52753390083319,27.7445074081818
2020-11-17,20.40433615624588,26.21259542936181
2020-11-18,18.41583431992124,25.363582371817714
2020-11-19,22.915277298460172,28.192214471583306
2020-11-20,18.4031293360038,29.57916032279672
2020-11-21,18.228220594714028,28.754020665663493
2020-11-22,21.92586755225905,28.155383465008068
2020-11-23,21.51720262635485,27.39256194440868
2020-11-24,21.408664727001234,26.755428827849983
2020-11-25,21.559507687768797,29.762695505742734
2020-11-26,20.74481011596914,29.99777438943767
2020-11-27,19.565133921735082,26.424689839811666
2020-11-28,21.174159309185047,31.243794703308996
2020-11-29,20.19570564961719,29.835444092643627
2020-11-30,22.826638815657248,31.18854485209987
2020-12-01,21.297355448783264,27.190256914923694
2020-12-02,20.43510495603693,27.26845357423522
2020-12-03,21.34806333919167,29.206888479147455
2020-12-04,22.607667540367512,30.29704901179649
2020-12-05,21.302103084837483,32.3492869334665
2020-12-06,21.07502418244279,30.825047100438482
2020-12-07,22.835749401785854,29.512366055475134
2020-12-08,23.000684482532378,28.446536332010705
2020-12-09,22.036941081294692,31.940003052773548
2020-12-10,22.255977399122155,28.756033161962893
2020-12-11,23.47679887603736,32.75302771921257
2020-12-12,21.123748675091477,29.99009365470476
2020-12-13,21.352744568924397,32.9079695744489
2020-12-14,22.555204218091742,31.64496754233246
2020-12-15,23.482446612678174,30.524568312703583
2020-12-16,24.439492902571054,30.05344351018788
2020-12-17,26.357398242944136,30.42260743812037
2020-12-18,25.60275437833947,31.676799537115357
2020-12-19,24.248877152663912,31.249308256929098
2020-12-20,24.633349750103186,30.34096922297432
2020-12-21,23.331688203434922,31.080186225505766
2020-12-22,24.981789619131995,31.542250794884815
2020-12-23,24.751066993221794,28.325811995064154
2020-12-24,25.84299652394351,32.29944060815153
2020-12-25,24.293253541968063,30.234601117583313
2020-12-26,26.488567889251286,30.064870273457597
2020-12-27,28.184320800450134,29.353202258869494
2020-12-28,25.897901875549447,29.281366879759275
2020-12-29,26.839553855740277,30.02563153611864
2020-12-30,27.448210060536848,31.080452618441434
2020-12-31,25.987183891665445,35.1576123268126
2021-01-01,26.97215447689823,31.4581107499739
2021-01-02,26.83086920730877,32.595457237508214
2021-01-03,27.134357816517333,33.00995779869009
2021-01-04,26.004039409028195,32.68471458105066
2021-01-05,27.37582630400174,32.44928620139244
2021-01-06,28.26131122729996,30.84827536941356
2021-01-07,29.865977063516066,34.89177897933584
2021-01-08,29.302760279693818,35.49873874383766
2021-01-09,31.26781416189423,30.33487427566401
2021-01-10,27.060749251769924,31.39207880822037
2021-01-11,29.693475131198994,32.57598531112472
2021-01-12,28.83267414830248,31.614772425319593
2021-01-13,32.014425975391326,33.884684817438725
2021-01-14,27.68867832390804,32.09574505276044
2021-01-15,27.812241367962564,36.49639476475315
2021-01-16,28.342678416545326,35.09351275748385
2021-01-17,26.225062820630466,33.683633995958736
2021-01-18,28.79055979857049,34.960521826513585
2021-01-19,28.607877549522165,35.132332000114175
2021-01-20,30.138601371076152,32.67915210878381
2021-01-21,30.591080676406616,32.350476637871644
2021-01-22,33.05709309329767,33.739868141981106
2021-01-23,31.83176935182233,34.96106590441861
2021-01-24,29.702934370981403,33.9212534215058
2021-01-25,29.381636806264748,31.38929851453895
2021-01-26,31.626872778599544,32.59075323574518
2021-01-27,29.06709958354795,33.72228103300036
2021-01-28,33.951767374456445,33.75603420074934
2021-01-29,33.12949838362894,36.86266867209325
2021-01-30,30.81091793861532,31.857216065303987
2021-01-31,29.097862585738806,34.72493402345416
2021-02-01,33.84975159473945,36.22857204126349
2021-02-02,31.796963999527215,37.42842026953914
2021-02-03,33.973737895419404,33.438975456595706
2021-02-04,29.87197784262298,34.805016587482285
2021-02-05,31.50948674366032,34.9427814472912
2021-02-06,32.559627115427105,34.39959310836699
2021-02-07,32.76368588958253,33.97428741891055
2021-02-08,32.157770695446615,34.79065274379245
2021-02-09,33.90495803338868,30.350399925086162
2021-02-10,31.505187453683227,35.18189346966437
2021-02-11,33.027065522124445,34.35601350303437
2021-02-12,33.55313806411401,33.83892600010259
2021-02-13,34.27441805453968,37.24675528605517
2021-02-14,34.6982153227889,33.16581483766218
2021-02-15,32.069794381981346,33.57328487095748
2021-02-16,31.579445998333956,37.162840413880545
2021-02-17,35.91885197417718,32.92295884156048
2021-02-18,34.62035216329352,33.33934767278919
2021-02-19,33.11648647013864,33.935383061062915
2021-02-20,36.68103655587297,35.40635627194407
2021-02-21,34.640637175606464,34.44422698044607
2021-02-22,36.34657974521122,32.178792363052864
2021-02-23,34.78708103189807,33.302626982760295
2021-02-24,37.88272430810861,33.1709442951258
2021-02-25,37.5280124417937,33.945192170556595
2021-02-26,34.622523945402634,34.67679430399979
2021-02-27,36.55183712251,34.640306024503026
2021-02-28,36.15856871919252,31.32191864653592
2021-03-01,37.33696256921744,35.552764374195256
2021-03-02,33.927600331941925,34.304608519811644
2021-03-03,36.49246711858396,35.969450033347975
2021-03-04,37.136840203894366,34.5238497211748
2021-03-05,32.9942927183342,35.47245028700851
2021-03-06,33.93807414653159,34.48122117225483
2021-03-07,32.732012454337834,35.75971389600022
2021-03-08,35.46196624479978,34.48076952327731
2021-03-09,37.01490155179637,33.50559738522101
2021-03-10,38.26191104032358,37.01427010096988
2021-03-11,36.186561081808875,34.890405821410894
2021-03-12,38.58262317788756,34.36679707883526
2021-03-13,34.13104828180898,31.5391667256493
2021-03-14,33.70483006559311,31.4667323818386
2021-03-15,36.23247189009584,33.78198055801782
2021-03-16,36.94495242898393,33.50306179166339
2021-03-17,36.37002953600223,32.30364455012226
2021-03-18,33.36526881961312,33.37454374090423
2021-03-19,36.37724229988074,35.48246195219324
2021-03-20,34.59582659405937,34.07730592846758
2021-03-21,37.59575512096218,31.25561763361234
2021-03-22,37.1769558141356,32.731062120009334
2021-03-23,35.25013819341905,31.62035715149559
2021-03-24,35.91913565366568,32.17404533550361
2021-03-25,35.128164945084265,32.06128765106589
2021-03-26,36.647080001112656,31.889707588700208
2021-03-27,38.19498381585245,30.646308351688788
2021-03-28,35.30190614127014,32.25875771076157
2021-03-29,37.55183883794818,31.528972195479437
2021-03-30,36.012702133121095,27.89379331460547
2021-03-31,35.62814198853222,35.28396951518194
2021-04-01,36.66330996657535,33.75269762234397
2021-04-02,35.274437174332995,31.468634801655814
2021-04-03,35.99731289745818,31.97339328937303
2021-04-04,35.0284982999653,30.098323522656898
2021-04-05,39.766975122530575,34.308617043505095
2021-04-06,36.86440182617152,34.51880707554523
2021-04-07,35.75058776574841,31.814396235201233
2021-04-08,37.106870414360266,33.0198006031686
2021-04-09,36.60019339325101,31.65127866007035
2021-04-10,36.41708266490605,29.285826911172407
2021-04-11,37.646712533481086,30.57449755718059
2021-04-12,37.83573130229246,31.290221675141773
2021-04-13,35.87481597954287,30.30941380548341
2021-04-14,35.7750387499023,30.560998993927605
2021-04-15,36.191498015492506,30.648490635668406
2021-04-16,33.11362575406334,30.55978082497413
2021-04-17,34.25328763806947,30.65392277420136
2021-04-18,38.53310030150792,28.87802241850128
2021-04-19,38.90411707083031,29.28579024131204
2021-04-20,36.0141648050649,28.325843233969806
2021-04-21,37.200800104149515,31.609900388298804
2021-04-22,36.74829461645907,26.874248169568986
2021-04-23,40.8424215768048,31.651761797784634
2021-04-24,37.843388110436955,31.888706617248673
2021-04-25,35.90933809562322,29.242899025597875
2021-04-26,34.602375692425994,25.677665655639395
2021-04-27,33.55779244883765,28.925853905339007
2021-04-28,36.20175803670641,29.256272352678575
2021-04-29,34.68848436036646,27.720694015209293
2021-04-30,33.61344799990496,28.34715413083368
2021-05-01,34.69818124168583,31.29804643706846
2021-05-02,33.96434898241576,29.882331938081006
2021-05-03,38.03345753850578,27.379732488309216
2021-05-04,36.738748516341516,26.251301713670344
2021-05-05,35.315370178369996,28.037815228912454
2021-05-06,37.455809580797535,28.08835043113554
2021-05-07,35.25806227972062,29.032617294184604
2021-05-08,33.7537811410311,27.364749857748897
2021-05-09,37.23170204377643,28.814039297336507
2021-05-10,35.654330726393006,30.82827979108766
2021-05-11,33.18671849658014,29.02728813576804
2021-05-12,34.35140588721582,27.610156152172262
2021-05-13,33.215549263852,27.285615392885404
2021-05-14,32.344609474423315,26.903218954210466
2021-05-15,35.69571129048238,29.08694849309602
2021-05-16,37.056043733589426,26.25268191875452
2021-05-17,31.97741419504745,27.139093217844625
2021-05-18,34.80097487612462,27.02564080343489
2021-05-19,32.85975763722188,26.073765820066082
2021-05-20,32.98221581976552,24.645390937370777
2021-05-21,32.69951487562108,27.06628277012504
2021-05-22,32.16537904952519,26.368167007313616
2021-05-23,33.40550335176093,27.08804136828712
2021-05-24,31.955786956339825,25.415479159798842
2021-05-25,33.475563909364475,27.92553723034879
2021-05-26,32.860403708149256,24.657832364299555
2021-05-27,32.44147753682016,28.420038613861884
2021-05-28,31.300990769221283,23.109841190948362
2021-05-29,31.65795573283344,26.263136556501703
2021-05-30,33.515358227213035,26.20421573471468
2021-05-31,32.99123088396846,24.17825999953804
2021-06-01,30.62957433059521,25.8891848005107
2021-06-02,32.09946991256696,27.05337721506214
2021-06-03,32.930672777920456,21.690917765177442
2021-06-04,29.151205839060452,25.652885858728613
2021-06-05,32.32072180824062,21.042094991800358
2021-06-06,30.36080519348048,23.21738050486052
2021-06-07,32.05843554976009,26.994181429376702
2021-06-08,29.904229152835374,23.563024258292955
2021-06-09,28.187205286248666,22.560887402573197
2021-06-10,28.29750246800432,23.9115885505958
2021-06-11,30.654155631834847,27.19795310976557
2021-06-12,30.81379603059909,21.23701202331222
2021-06-13,28.908941269632905,22.296888071453346
2021-06-14,31.063576861803263,26.01022592255003
2021-06-15,27.452796533415754,26.441797178253175
2021-06-16,29.684510580069585,23.392233512091746
2021-06-17,27.80487378589398,21.581940727390315
2021-06-18,28.480675078387463,26.478458243548566
2021-06-19,29.365871157441923,25.62159428913229
2021-06-20,27.839859380875787,24.14468380385933
2021-06-21,28.388764559569015,21.805117414564343
2021-06-22,30.309617680393643,22.84878928962401
2021-06-23,27.76893353042058,22.581589699781297
2021-06-24,29.721464926665305,23.219416516285825
2021-06-25,26.606634863873072,24.80189337309875
2021-06-26,28.928833285684956,23.848038686147795
2021-06-27,30.12912593022306,20.81766912709241
2021-06-28,24.091717043352315,24.404623818740795
2021-06-29,26.436067294534006,22.717076218992894
2021-06-30,28.329111173172915,23.186855312884727
2021-07-01,26.99094499857073,24.26635263545205
2021-07-02,27.68421016807591,20.310887773376585
2021-07-03,26.053510947473956,21.83769418696166
2021-07-04,26.92144076577639,21.00890784287621
2021-07-05,26.39022845362408,19.370465016780347
2021-07-06,28.207777328342125,22.160015192614736
2021-07-07,26.67031792799791,25.326536474652592
2021-07-08,26.62794630662365,18.719915104247153
2021-07-09,25.336906382429465,21.354042366645356
2021-07-10,25.056866429773148,22.287333098445966
2021-07-11,24.97341727232063,21.436837142725857
2021-07-12,26.048386721697096,21.009896032063835
2021-07-13,24.660211078292985,19.159819863517733
2021-07-14,25.561904729522826,21.388589249749568
2021-07-15,28.07652348575296,19.836756221271212
2021-07-16,26.106964046174944,17.621260390145956
2021-07-17,24.148820716636678,22.63403861595063
2021-07-18,26.278029489258117,22.217521273883094
2021-07-19,23.70327072259966,20.79702900614962
2021-07-20,21.098243514798185,21.0045645907276
2021-07-21,22.484267262402945,22.215681360238193
2021-07-22,21.032143378497338,20.885818575155838
2021-07-23,23.154011643053806,21.852308789588424
2021-07-24,23.552923781908127,19.998916241828805
2021-07-25,25.885077602802664,22.363870497107996
2021-07-26,23.707096207103728,20.82974106512114
2021-07-27,22.735542626959933,20.59423363406385
2021-07-28,24.15704114165004,18.354595828235723
2021-07-29,19.44626617617473,20.648603756745374
2021-07-30,22.96776992708653,18.930682578240365
2021-07-31,23.623412574440692,19.18360942221359
2021-08-01,20.103434604444917,18.882372734512778
2021-08-02,23.892621051717292,18.472480493567044
2021-08-03,22.541931327682327,23.227390111739194
2021-08-04,21.27001573231448,22.007653876445122
2021-08-05,22.702488424831536,22.863629137029868
2021-08-06,25.021372573679542,18.123195844738188
2021-08-07,21.751841984514233,20.04091434482267
2021-08-08,21.716815964254018,17.972308847234864
2021-08-09,20.522660387692135,18.849611513073476
2021-08-10,19.80596648071951,18.498599030125263
2021-08-11,22.197122642772868,21.719857870397053
2021-08-12,19.5402730378674,19.2528903161163
2021-08-13,20.80646079721932,21.438620751570205
2021-08-14,19.85930899998997,20.733116665819995
2021-08-15,21.172957376525517,23.275345808513283
2021-08-16,20.835719083140294,17.595743956757403
2021-08-17,21.774356423560207,21.700853905507355
2021-08-18,19.33796064445364,21.530830517210354
2021-08-19,19.5852649611007,18.352337186981472
2021-08-20,18.41121189233705,21.326411790121927
2021-08-21,19.104419605994345,20.325304110087313
2021-08-22,20.23056748386125,19.48731351215358
2021-08-23,20.696144758138825,18.602129470747567
2021-08-24,18.075778722067568,18.770933481284658
2021-08-25,20.66415150907504,22.9379369034321
2021-08-26,21.296296946546637,19.879915610990928
2021-08-27,19.788501510101938,21.06980529954668
2021-08-28,21.891492483607564,18.730020596192148
2021-08-29,17.82603361105193,18.76838363860612
